Heap	heap.total.committed	2015-07-28 11:38:20	548405248
Heap	heap.total.committed	2015-07-28 11:38:30	563085312
Heap	heap.total.committed	2015-07-28 11:38:40	564133888
Heap	heap.total.committed	2015-07-28 11:38:50	564133888
Heap	heap.total.committed	2015-07-28 11:39:00	548405248
Heap	heap.total.committed	2015-07-28 11:39:10	548405248
Heap	heap.total.committed	2015-07-28 11:39:20	554172416
Heap	heap.total.committed	2015-07-28 11:39:30	554172416
Heap	heap.total.committed	2015-07-28 11:39:40	533200896
Heap	heap.total.committed	2015-07-28 11:39:50	533200896
Heap	heap.total.committed	2015-07-28 11:40:00	548929536
Heap	heap.total.committed	2015-07-28 11:40:10	548929536
Heap	heap.total.committed	2015-07-28 11:40:20	525860864
Heap	heap.total.committed	2015-07-28 11:40:30	525860864
Heap	heap.total.committed	2015-07-28 11:40:40	542113792
Heap	heap.total.committed	2015-07-28 11:40:50	542113792
Heap	heap.total.committed	2015-07-28 11:41:00	520093696
Heap	heap.total.committed	2015-07-28 11:41:10	520093696
Heap	heap.total.committed	2015-07-28 11:41:20	535298048
Heap	heap.total.committed	2015-07-28 11:41:30	535298048
Heap	heap.total.committed	2015-07-28 11:41:40	513802240
Heap	heap.total.committed	2015-07-28 11:41:50	513802240
Heap	heap.total.committed	2015-07-28 11:42:00	527958016
Heap	heap.total.committed	2015-07-28 11:42:10	527958016
Heap	heap.total.committed	2015-07-28 11:42:20	508035072
Heap	heap.total.committed	2015-07-28 11:42:30	508035072
Heap	heap.total.committed	2015-07-28 11:42:40	520617984
Heap	heap.total.committed	2015-07-28 11:42:50	502267904
Heap	heap.total.committed	2015-07-28 11:43:00	502267904
Heap	heap.total.committed	2015-07-28 11:43:10	513802240
Heap	heap.total.committed	2015-07-28 11:43:20	497549312
Heap	heap.total.committed	2015-07-28 11:43:30	497549312
Heap	heap.total.committed	2015-07-28 11:43:40	509083648
Heap	heap.total.committed	2015-07-28 11:43:50	509083648
Heap	heap.total.committed	2015-07-28 11:44:00	493879296
Heap	heap.total.committed	2015-07-28 11:44:10	503316480
Heap	heap.total.committed	2015-07-28 11:44:20	488636416
Heap	heap.total.committed	2015-07-28 11:44:30	498597888
